llave_sintetica,k
I_23_1_10-14,44
I_23_1_Menor de 1,20
I_23_2_10-14,36
I_23_2_15-19,29
I_23_2_20-24,32
I_23_2_25-29,43
I_23_2_Menor de 1,24
I_24_1_1-4,9
I_24_1_10-14,16
I_24_1_15-19,27
I_24_1_20-24,33
I_24_1_25-29,24
I_24_1_30-34,45
I_24_1_5-9,19
I_24_1_Menor de 1,10
I_24_2_1-4,12
I_24_2_10-14,11
I_24_2_15-19,9
I_24_2_20-24,16
I_24_2_25-29,33
I_24_2_30-34,33
I_24_2_35-39,47
I_24_2_5-9,16
I_24_2_Menor de 1,4
I_88_1_20-24,2
I_88_1_25-29,4
I_88_1_30-34,2
I_88_1_35-39,2
I_88_1_40-44,2
I_88_1_45-49,3
I_88_1_50-54,8
I_88_1_55-59,5
I_88_1_60-64,10
I_88_1_65-69,3
I_88_1_70-74,3
I_88_1_75-79,6
I_88_1_80-84,2
I_88_2_10-14,1
I_88_2_20-24,2
I_88_2_25-29,3
I_88_2_30-34,2
I_88_2_35-39,2
I_88_2_40-44,1
I_88_2_45-49,2
I_88_2_50-54,5
I_88_2_55-59,3
I_88_2_60-64,10
I_88_2_65-69,8
I_88_2_70-74,2
I_88_2_75-79,3
I_88_2_85 y más,3
J_02_1_10-14,44
J_02_1_30-34,34
J_02_1_35-39,29
J_02_1_40-44,44
J_02_1_45-49,30
J_02_1_50-54,46
J_02_1_55-59,36
J_02_1_60-64,49
J_02_2_10-14,40
J_02_2_15-19,40
J_02_2_20-24,30
J_02_2_30-34,39
J_02_2_35-39,35
J_02_2_40-44,30
J_02_2_45-49,33
J_02_2_50-54,43
J_02_2_55-59,39
J_04_1_10-14,46
J_04_1_20-24,42
J_04_1_35-39,39
J_04_1_40-44,25
J_04_1_45-49,28
J_04_1_50-54,45
J_04_1_55-59,49
J_04_1_60-64,44
J_04_2_10-14,38
J_04_2_15-19,36
J_04_2_25-29,48
J_04_2_30-34,29
J_04_2_35-39,23
J_04_2_40-44,27
J_04_2_45-49,33
J_04_2_50-54,44
J_04_2_55-59,37
J_04_2_60-64,47
J_08_2_15-19,43
J_14_1_30-34,47
J_14_1_35-39,43
J_14_1_40-44,46
J_14_1_45-49,42
J_14_2_45-49,49
J_15_1_10-14,15
J_15_1_15-19,32
J_15_1_20-24,23
J_15_1_25-29,15
J_15_1_30-34,19
J_15_1_35-39,13
J_15_1_40-44,9
J_15_1_45-49,12
J_15_1_50-54,13
J_15_1_55-59,13
J_15_1_60-64,34
J_15_1_65-69,25
J_15_1_70-74,28
J_15_1_75-79,37
J_15_1_80-84,27
J_15_1_85 y más,47
J_15_2_10-14,27
J_15_2_15-19,22
J_15_2_20-24,18
J_15_2_25-29,20
J_15_2_30-34,16
J_15_2_35-39,11
J_15_2_40-44,22
J_15_2_45-49,18
J_15_2_50-54,6
J_15_2_55-59,15
J_15_2_60-64,22
J_15_2_65-69,20
J_15_2_70-74,32
J_15_2_75-79,28
J_15_2_80-84,38
J_15_2_85 y más,49
J_16_1_10-14,29
J_16_1_15-19,39
J_16_1_20-24,24
J_16_1_25-29,30
J_16_1_30-34,23
J_16_1_35-39,22
J_16_1_40-44,20
J_16_1_45-49,29
J_16_1_50-54,18
J_16_1_55-59,27
J_16_1_60-64,35
J_16_1_65-69,28
J_16_1_70-74,46
J_16_1_75-79,38
J_16_1_80-84,33
J_16_1_85 y más,49
J_16_2_10-14,18
J_16_2_15-19,38
J_16_2_20-24,30
J_16_2_25-29,28
J_16_2_30-34,16
J_16_2_35-39,12
J_16_2_40-44,13
J_16_2_45-49,11
J_16_2_50-54,22
J_16_2_55-59,30
J_16_2_60-64,25
J_16_2_65-69,33
J_16_2_70-74,30
J_16_2_75-79,44
J_16_2_80-84,43
J_19_1_15-19,38
J_19_1_25-29,42
J_19_1_30-34,26
J_19_1_35-39,28
J_19_1_40-44,22
J_19_1_45-49,32
J_19_1_50-54,36
J_19_1_55-59,29
J_19_1_60-64,25
J_19_1_70-74,40
J_19_2_10-14,48
J_19_2_15-19,32
J_19_2_35-39,28
J_19_2_40-44,20
J_19_2_45-49,40
J_19_2_50-54,37
J_19_2_55-59,37
J_19_2_60-64,46
J_20_1_10-14,10
J_20_1_15-19,9
J_20_1_20-24,4
J_20_1_25-29,7
J_20_1_30-34,4
J_20_1_35-39,1
J_20_1_40-44,8
J_20_1_45-49,2
J_20_1_5-9,21
J_20_1_50-54,4
J_20_1_55-59,7
J_20_1_60-64,10
J_20_1_65-69,12
J_20_1_70-74,3
J_20_1_75-79,11
J_20_1_80-84,11
J_20_1_85 y más,19
J_20_1_Menor de 1,25
J_20_2_10-14,5
J_20_2_15-19,5
J_20_2_20-24,1
J_20_2_25-29,13
J_20_2_30-34,7
J_20_2_35-39,5
J_20_2_40-44,1
J_20_2_45-49,6
J_20_2_5-9,22
J_20_2_50-54,3
J_20_2_55-59,1
J_20_2_60-64,8
J_20_2_65-69,9
J_20_2_70-74,3
J_20_2_75-79,14
J_20_2_80-84,4
J_20_2_85 y más,12
J_20_2_Menor de 1,19
J_21_1_10-14,30
J_21_1_20-24,47
J_21_1_35-39,38
J_21_1_50-54,47
J_21_1_55-59,46
J_21_2_10-14,46
J_21_2_15-19,33
J_21_2_20-24,32
J_21_2_25-29,45
J_21_2_35-39,32
J_21_2_40-44,40
J_21_2_50-54,37
J_21_2_55-59,39
J_22_1_10-14,37
J_22_1_15-19,30
J_22_1_20-24,26
J_22_1_25-29,36
J_22_1_30-34,19
J_22_1_35-39,24
J_22_1_40-44,12
J_22_1_45-49,21
J_22_1_50-54,29
J_22_1_55-59,24
J_22_1_60-64,43
J_22_1_65-69,33
J_22_1_70-74,30
J_22_1_75-79,32
J_22_1_80-84,36
J_22_1_85 y más,33
J_22_2_10-14,30
J_22_2_15-19,27
J_22_2_20-24,10
J_22_2_25-29,18
J_22_2_30-34,29
J_22_2_35-39,14
J_22_2_40-44,29
J_22_2_45-49,22
J_22_2_50-54,20
J_22_2_55-59,25
J_22_2_60-64,23
J_22_2_65-69,44
J_22_2_70-74,39
J_22_2_75-79,41
J_22_2_80-84,42
J_22_2_85 y más,44
J_24_2_40-44,47
J_88_1_1-4,23
J_88_1_10-14,2
J_88_1_15-19,19
J_88_1_20-24,6
J_88_1_25-29,5
J_88_1_30-34,7
J_88_1_35-39,5
J_88_1_40-44,5
J_88_1_45-49,2
J_88_1_5-9,10
J_88_1_50-54,3
J_88_1_55-59,4
J_88_1_60-64,4
J_88_1_65-69,3
J_88_1_70-74,3
J_88_1_75-79,2
J_88_1_80-84,2
J_88_1_85 y más,4
J_88_1_Menor de 1,22
J_88_2_1-4,30
J_88_2_10-14,5
J_88_2_15-19,24
J_88_2_20-24,23
J_88_2_25-29,11
J_88_2_30-34,12
J_88_2_35-39,7
J_88_2_40-44,7
J_88_2_45-49,5
J_88_2_5-9,10
J_88_2_50-54,4
J_88_2_55-59,1
J_88_2_60-64,1
J_88_2_65-69,2
J_88_2_70-74,4
J_88_2_75-79,5
J_88_2_80-84,3
J_88_2_85 y más,3
J_88_2_Menor de 1,5
K_02_1_Menor de 1,22
K_02_2_Menor de 1,8
K_03_1_Menor de 1,44
K_03_2_Menor de 1,27
K_04_1_Menor de 1,21
K_04_2_1-4,45
K_04_2_Menor de 1,15
K_05_1_Menor de 1,22
K_05_2_Menor de 1,20
K_06_2_Menor de 1,41
K_08_1_Menor de 1,48
K_08_2_Menor de 1,31
K_10_1_Menor de 1,38
K_10_2_Menor de 1,45
K_11_2_Menor de 1,31
K_14_1_Menor de 1,36
K_14_2_Menor de 1,24
K_15_1_1-4,24
K_15_1_75-79,46
K_15_1_80-84,39
K_15_1_85 y más,39
K_15_1_Menor de 1,14
K_15_2_1-4,30
K_15_2_80-84,22
K_15_2_85 y más,41
K_15_2_Menor de 1,8
K_16_1_1-4,30
K_16_1_80-84,48
K_16_1_85 y más,42
K_16_1_Menor de 1,12
K_16_2_1-4,27
K_16_2_80-84,43
K_16_2_85 y más,35
K_16_2_Menor de 1,3
K_18_2_Menor de 1,32
K_19_1_Menor de 1,30
K_19_2_Menor de 1,20
K_20_1_1-4,13
K_20_1_15-19,46
K_20_1_20-24,46
K_20_1_40-44,45
K_20_1_5-9,40
K_20_1_55-59,41
K_20_1_65-69,22
K_20_1_70-74,30
K_20_1_75-79,27
K_20_1_80-84,9
K_20_1_85 y más,14
K_20_1_Menor de 1,3
K_20_2_1-4,12
K_20_2_10-14,38
K_20_2_5-9,32
K_20_2_50-54,47
K_20_2_55-59,42
K_20_2_60-64,35
K_20_2_65-69,26
K_20_2_70-74,12
K_20_2_75-79,8
K_20_2_80-84,5
K_20_2_85 y más,10
K_20_2_Menor de 1,3
K_21_1_Menor de 1,23
K_21_2_1-4,47
K_21_2_Menor de 1,16
K_22_1_1-4,39
K_22_1_80-84,32
K_22_1_85 y más,23
K_22_1_Menor de 1,8
K_22_2_1-4,23
K_22_2_80-84,26
K_22_2_85 y más,31
K_22_2_Menor de 1,13
K_24_1_Menor de 1,32
K_24_2_Menor de 1,26
K_88_1_1-4,3
K_88_1_10-14,10
K_88_1_15-19,13
K_88_1_20-24,10
K_88_1_25-29,14
K_88_1_30-34,11
K_88_1_35-39,12
K_88_1_40-44,14
K_88_1_45-49,8
K_88_1_5-9,6
K_88_1_50-54,10
K_88_1_55-59,10
K_88_1_60-64,17
K_88_1_65-69,12
K_88_1_70-74,3
K_88_1_75-79,6
K_88_1_80-84,1
K_88_1_85 y más,2
K_88_2_1-4,1
K_88_2_10-14,10
K_88_2_15-19,15
K_88_2_20-24,15
K_88_2_25-29,30
K_88_2_30-34,17
K_88_2_35-39,20
K_88_2_40-44,15
K_88_2_45-49,16
K_88_2_5-9,7
K_88_2_50-54,9
K_88_2_55-59,3
K_88_2_60-64,12
K_88_2_65-69,5
K_88_2_70-74,7
K_88_2_75-79,5
K_88_2_80-84,1
K_88_2_85 y más,5
L_02_1_1-4,30
L_02_1_10-14,32
L_02_1_15-19,32
L_02_1_20-24,26
L_02_1_25-29,27
L_02_1_30-34,26
L_02_1_35-39,28
L_02_1_40-44,33
L_02_1_45-49,15
L_02_1_5-9,36
L_02_1_50-54,18
L_02_1_55-59,20
L_02_1_60-64,26
L_02_1_65-69,22
L_02_1_70-74,15
L_02_1_75-79,14
L_02_1_80-84,23
L_02_1_85 y más,25
L_02_1_Menor de 1,20
L_02_2_1-4,29
L_02_2_10-14,34
L_02_2_15-19,20
L_02_2_20-24,21
L_02_2_25-29,25
L_02_2_30-34,28
L_02_2_35-39,29
L_02_2_40-44,19
L_02_2_45-49,9
L_02_2_5-9,33
L_02_2_50-54,21
L_02_2_55-59,22
L_02_2_60-64,23
L_02_2_65-69,19
L_02_2_70-74,15
L_02_2_75-79,18
L_02_2_80-84,23
L_02_2_85 y más,20
L_02_2_Menor de 1,23
L_03_1_15-19,30
L_03_1_25-29,44
L_03_1_30-34,37
L_03_1_35-39,39
L_03_1_40-44,30
L_03_1_45-49,33
L_03_1_50-54,33
L_03_1_55-59,38
L_03_1_60-64,38
L_03_1_65-69,33
L_03_1_70-74,20
L_03_1_75-79,26
L_03_1_80-84,19
L_03_1_85 y más,24
L_03_1_Menor de 1,37
L_03_2_15-19,32
L_03_2_20-24,33
L_03_2_25-29,31
L_03_2_30-34,26
L_03_2_35-39,26
L_03_2_40-44,29
L_03_2_45-49,29
L_03_2_50-54,30
L_03_2_55-59,34
L_03_2_60-64,47
L_03_2_65-69,21
L_03_2_70-74,26
L_03_2_75-79,28
L_03_2_80-84,23
L_03_2_85 y más,45
L_03_2_Menor de 1,30
L_04_1_1-4,18
L_04_1_10-14,19
L_04_1_15-19,16
L_04_1_20-24,26
L_04_1_25-29,15
L_04_1_30-34,23
L_04_1_35-39,27
L_04_1_40-44,20
L_04_1_45-49,23
L_04_1_5-9,20
L_04_1_50-54,22
L_04_1_55-59,19
L_04_1_60-64,24
L_04_1_65-69,15
L_04_1_70-74,19
L_04_1_75-79,5
L_04_1_80-84,15
L_04_1_85 y más,13
L_04_1_Menor de 1,8
L_04_2_1-4,10
L_04_2_10-14,19
L_04_2_15-19,17
L_04_2_20-24,13
L_04_2_25-29,22
L_04_2_30-34,16
L_04_2_35-39,15
L_04_2_40-44,10
L_04_2_45-49,25
L_04_2_5-9,22
L_04_2_50-54,11
L_04_2_55-59,14
L_04_2_60-64,16
L_04_2_65-69,10
L_04_2_70-74,16
L_04_2_75-79,10
L_04_2_80-84,11
L_04_2_85 y más,13
L_04_2_Menor de 1,5
L_05_1_10-14,49
L_05_1_15-19,39
L_05_1_30-34,36
L_05_1_35-39,49
L_05_1_40-44,41
L_05_1_45-49,47
L_05_1_50-54,45
L_05_1_55-59,43
L_05_1_60-64,33
L_05_1_65-69,34
L_05_1_70-74,28
L_05_1_75-79,28
L_05_1_80-84,22
L_05_1_85 y más,27
L_05_1_Menor de 1,35
L_05_2_15-19,30
L_05_2_20-24,28
L_05_2_25-29,41
L_05_2_30-34,37
L_05_2_35-39,28
L_05_2_40-44,24
L_05_2_45-49,40
L_05_2_50-54,43
L_05_2_55-59,32
L_05_2_60-64,37
L_05_2_65-69,36
L_05_2_70-74,26
L_05_2_75-79,23
L_05_2_80-84,31
L_05_2_85 y más,34
L_05_2_Menor de 1,30
L_06_1_20-24,44
L_06_1_25-29,47
L_06_1_30-34,45
L_06_1_45-49,41
L_06_1_60-64,35
L_06_1_65-69,44
L_06_1_70-74,34
L_06_1_75-79,41
L_06_1_80-84,30
L_06_1_85 y más,48
L_06_1_Menor de 1,44
L_06_2_15-19,42
L_06_2_20-24,44
L_06_2_25-29,36
L_06_2_40-44,45
L_06_2_45-49,48
L_06_2_50-54,43
L_06_2_55-59,46
L_06_2_60-64,48
L_06_2_65-69,49
L_06_2_70-74,41
L_06_2_75-79,35
L_06_2_80-84,48
L_06_2_Menor de 1,36
L_07_1_80-84,46
L_07_1_85 y más,48
L_07_2_75-79,46
L_07_2_80-84,49
L_07_2_85 y más,49
L_08_1_70-74,38
L_08_1_80-84,13
L_08_1_85 y más,16
L_08_2_15-19,36
L_08_2_20-24,41
L_08_2_70-74,21
L_08_2_75-79,33
L_08_2_80-84,17
L_08_2_85 y más,15
L_10_1_50-54,45
L_10_1_80-84,30
L_10_1_85 y más,39
L_10_1_Menor de 1,34
L_10_2_55-59,44
L_10_2_65-69,46
L_10_2_70-74,31
L_10_2_75-79,35
L_10_2_80-84,46
L_10_2_85 y más,46
L_10_2_Menor de 1,32
L_11_1_60-64,46
L_11_1_80-84,30
L_11_1_Menor de 1,30
L_11_2_10-14,42
L_11_2_15-19,38
L_11_2_40-44,49
L_11_2_50-54,39
L_11_2_55-59,42
L_11_2_70-74,48
L_11_2_75-79,41
L_11_2_80-84,45
L_11_2_Menor de 1,20
L_12_1_75-79,48
L_12_1_80-84,36
L_12_1_85 y más,47
L_12_2_75-79,46
L_12_2_80-84,37
L_12_2_85 y más,39
L_14_1_45-49,47
L_14_1_50-54,39
L_14_1_60-64,49
L_14_1_65-69,38
L_14_1_70-74,33
L_14_1_75-79,37
L_14_1_80-84,15
L_14_1_85 y más,13
L_14_2_20-24,47
L_14_2_25-29,42
L_14_2_35-39,32
L_14_2_40-44,30
L_14_2_45-49,43
L_14_2_50-54,29
L_14_2_55-59,40
L_14_2_60-64,29
L_14_2_65-69,29
L_14_2_70-74,32
L_14_2_75-79,17
L_14_2_80-84,22
L_14_2_85 y más,15
L_15_1_10-14,22
L_15_1_15-19,23
L_15_1_20-24,27
L_15_1_25-29,26
L_15_1_30-34,18
L_15_1_35-39,22
L_15_1_40-44,13
L_15_1_45-49,23
L_15_1_5-9,48
L_15_1_50-54,29
L_15_1_55-59,12
L_15_1_60-64,14
L_15_1_65-69,13
L_15_1_70-74,10
L_15_1_75-79,12
L_15_1_80-84,7
L_15_1_85 y más,10
L_15_1_Menor de 1,26
L_15_2_1-4,48
L_15_2_10-14,16
L_15_2_15-19,13
L_15_2_20-24,12
L_15_2_25-29,14
L_15_2_30-34,12
L_15_2_35-39,25
L_15_2_40-44,13
L_15_2_45-49,10
L_15_2_5-9,26
L_15_2_50-54,11
L_15_2_55-59,11
L_15_2_60-64,18
L_15_2_65-69,15
L_15_2_70-74,13
L_15_2_75-79,11
L_15_2_80-84,5
L_15_2_85 y más,14
L_15_2_Menor de 1,26
L_16_1_10-14,45
L_16_1_30-34,32
L_16_1_35-39,40
L_16_1_40-44,38
L_16_1_45-49,36
L_16_1_50-54,28
L_16_1_55-59,28
L_16_1_60-64,20
L_16_1_65-69,20
L_16_1_70-74,20
L_16_1_75-79,10
L_16_1_80-84,9
L_16_1_85 y más,11
L_16_1_Menor de 1,27
L_16_2_10-14,40
L_16_2_15-19,21
L_16_2_20-24,28
L_16_2_25-29,20
L_16_2_30-34,31
L_16_2_35-39,28
L_16_2_40-44,34
L_16_2_45-49,26
L_16_2_5-9,49
L_16_2_50-54,21
L_16_2_55-59,18
L_16_2_60-64,21
L_16_2_65-69,9
L_16_2_70-74,9
L_16_2_75-79,6
L_16_2_80-84,7
L_16_2_85 y más,8
L_16_2_Menor de 1,34
L_18_1_Menor de 1,39
L_18_2_15-19,47
L_18_2_20-24,49
L_18_2_70-74,37
L_18_2_80-84,38
L_18_2_Menor de 1,32
L_19_1_25-29,47
L_19_1_30-34,45
L_19_1_35-39,33
L_19_1_40-44,33
L_19_1_45-49,32
L_19_1_5-9,49
L_19_1_50-54,23
L_19_1_55-59,35
L_19_1_60-64,19
L_19_1_65-69,17
L_19_1_70-74,19
L_19_1_75-79,14
L_19_1_80-84,11
L_19_1_85 y más,17
L_19_1_Menor de 1,28
L_19_2_10-14,32
L_19_2_15-19,21
L_19_2_20-24,26
L_19_2_25-29,27
L_19_2_30-34,21
L_19_2_35-39,26
L_19_2_40-44,16
L_19_2_45-49,21
L_19_2_5-9,47
L_19_2_50-54,21
L_19_2_55-59,28
L_19_2_60-64,18
L_19_2_65-69,20
L_19_2_70-74,15
L_19_2_75-79,13
L_19_2_80-84,10
L_19_2_85 y más,15
L_19_2_Menor de 1,25
L_20_1_1-4,7
L_20_1_10-14,14
L_20_1_15-19,8
L_20_1_20-24,14
L_20_1_25-29,11
L_20_1_30-34,16
L_20_1_35-39,10
L_20_1_40-44,8
L_20_1_45-49,9
L_20_1_5-9,9
L_20_1_50-54,3
L_20_1_55-59,7
L_20_1_60-64,10
L_20_1_65-69,5
L_20_1_70-74,5
L_20_1_75-79,2
L_20_1_80-84,3
L_20_1_85 y más,1
L_20_1_Menor de 1,6
L_20_2_1-4,10
L_20_2_10-14,4
L_20_2_15-19,5
L_20_2_20-24,6
L_20_2_25-29,8
L_20_2_30-34,7
L_20_2_35-39,8
L_20_2_40-44,6
L_20_2_45-49,11
L_20_2_5-9,7
L_20_2_50-54,7
L_20_2_55-59,8
L_20_2_60-64,8
L_20_2_65-69,6
L_20_2_75-79,4
L_20_2_80-84,2
L_20_2_85 y más,6
L_20_2_Menor de 1,3
L_21_1_10-14,36
L_21_1_15-19,42
L_21_1_20-24,40
L_21_1_25-29,45
L_21_1_30-34,44
L_21_1_35-39,32
L_21_1_40-44,44
L_21_1_45-49,42
L_21_1_50-54,27
L_21_1_55-59,31
L_21_1_60-64,19
L_21_1_65-69,19
L_21_1_70-74,10
L_21_1_75-79,9
L_21_1_80-84,3
L_21_1_85 y más,6
L_21_1_Menor de 1,43
L_21_2_10-14,20
L_21_2_15-19,23
L_21_2_20-24,19
L_21_2_25-29,24
L_21_2_30-34,23
L_21_2_35-39,27
L_21_2_40-44,22
L_21_2_45-49,15
L_21_2_5-9,28
L_21_2_50-54,13
L_21_2_55-59,26
L_21_2_60-64,15
L_21_2_65-69,11
L_21_2_70-74,9
L_21_2_75-79,11
L_21_2_80-84,9
L_21_2_85 y más,5
L_21_2_Menor de 1,28
L_22_1_1-4,42
L_22_1_10-14,31
L_22_1_15-19,13
L_22_1_20-24,38
L_22_1_25-29,32
L_22_1_30-34,29
L_22_1_35-39,28
L_22_1_40-44,26
L_22_1_45-49,23
L_22_1_5-9,23
L_22_1_50-54,26
L_22_1_55-59,14
L_22_1_60-64,21
L_22_1_65-69,31
L_22_1_70-74,22
L_22_1_75-79,11
L_22_1_80-84,11
L_22_1_85 y más,5
L_22_1_Menor de 1,30
L_22_2_1-4,39
L_22_2_10-14,14
L_22_2_15-19,19
L_22_2_20-24,13
L_22_2_25-29,8
L_22_2_30-34,14
L_22_2_35-39,18
L_22_2_40-44,15
L_22_2_45-49,20
L_22_2_5-9,23
L_22_2_50-54,11
L_22_2_55-59,9
L_22_2_60-64,8
L_22_2_65-69,8
L_22_2_70-74,3
L_22_2_75-79,3
L_22_2_80-84,7
L_22_2_85 y más,5
L_22_2_Menor de 1,29
L_23_1_15-19,47
L_23_1_35-39,49
L_23_1_70-74,45
L_23_1_75-79,27
L_23_1_80-84,34
L_23_1_85 y más,19
L_23_2_10-14,48
L_23_2_15-19,28
L_23_2_20-24,34
L_23_2_25-29,38
L_23_2_35-39,41
L_23_2_50-54,45
L_23_2_55-59,44
L_23_2_60-64,39
L_23_2_65-69,43
L_23_2_70-74,28
L_23_2_75-79,46
L_23_2_80-84,19
L_23_2_85 y más,21
L_24_1_15-19,44
L_24_1_65-69,48
L_24_1_70-74,42
L_24_1_75-79,19
L_24_1_80-84,15
L_24_1_85 y más,28
L_24_2_15-19,35
L_24_2_25-29,44
L_24_2_30-34,38
L_24_2_35-39,49
L_24_2_45-49,45
L_24_2_50-54,33
L_24_2_55-59,37
L_24_2_60-64,43
L_24_2_65-69,33
L_24_2_70-74,30
L_24_2_75-79,13
L_24_2_80-84,13
L_24_2_85 y más,15
L_88_1_1-4,3
L_88_1_10-14,2
L_88_1_15-19,1
L_88_1_20-24,3
L_88_1_25-29,4
L_88_1_30-34,4
L_88_1_35-39,3
L_88_1_5-9,2
L_88_1_50-54,2
L_88_1_55-59,1
L_88_1_60-64,1
L_88_1_65-69,1
L_88_1_70-74,1
L_88_2_1-4,3
L_88_2_15-19,1
L_88_2_20-24,3
L_88_2_30-34,1
L_88_2_40-44,2
L_88_2_45-49,2
L_88_2_5-9,1
L_88_2_60-64,1
M_01_1_Menor de 1,5
M_01_2_1-4,45
M_01_2_Menor de 1,5
M_02_1_1-4,5
M_02_1_10-14,16
M_02_1_15-19,24
M_02_1_20-24,26
M_02_1_25-29,36
M_02_1_30-34,24
M_02_1_35-39,49
M_02_1_40-44,36
M_02_1_45-49,28
M_02_1_5-9,19
M_02_1_50-54,27
M_02_1_55-59,26
M_02_1_60-64,37
M_02_1_65-69,24
M_02_1_70-74,20
M_02_1_75-79,17
M_02_1_80-84,12
M_02_1_85 y más,11
M_02_2_1-4,2
M_02_2_10-14,16
M_02_2_15-19,22
M_02_2_20-24,24
M_02_2_25-29,18
M_02_2_30-34,29
M_02_2_35-39,36
M_02_2_40-44,40
M_02_2_45-49,44
M_02_2_5-9,7
M_02_2_55-59,37
M_02_2_60-64,37
M_02_2_65-69,47
M_02_2_70-74,43
M_02_2_75-79,30
M_02_2_80-84,18
M_02_2_85 y más,7
M_02_2_Menor de 1,2
M_03_1_1-4,28
M_03_1_10-14,35
M_03_1_20-24,47
M_03_1_30-34,40
M_03_1_40-44,48
M_03_1_5-9,18
M_03_1_70-74,45
M_03_1_75-79,41
M_03_1_80-84,26
M_03_1_85 y más,14
M_03_1_Menor de 1,1
M_03_2_1-4,10
M_03_2_10-14,33
M_03_2_15-19,46
M_03_2_25-29,40
M_03_2_30-34,40
M_03_2_40-44,42
M_03_2_5-9,21
M_03_2_80-84,45
M_03_2_85 y más,44
M_03_2_Menor de 1,1
M_04_1_1-4,16
M_04_1_10-14,22
M_04_1_15-19,19
M_04_1_20-24,30
M_04_1_25-29,27
M_04_1_30-34,36
M_04_1_35-39,28
M_04_1_40-44,28
M_04_1_45-49,29
M_04_1_5-9,16
M_04_1_50-54,31
M_04_1_55-59,18
M_04_1_60-64,28
M_04_1_65-69,21
M_04_1_70-74,21
M_04_1_75-79,11
M_04_1_80-84,8
M_04_1_85 y más,8
M_04_1_Menor de 1,5
M_04_2_1-4,10
M_04_2_10-14,27
M_04_2_15-19,33
M_04_2_20-24,25
M_04_2_25-29,22
M_04_2_30-34,37
M_04_2_35-39,40
M_04_2_40-44,37
M_04_2_45-49,37
M_04_2_5-9,16
M_04_2_50-54,43
M_04_2_55-59,39
M_04_2_60-64,34
M_04_2_65-69,36
M_04_2_70-74,31
M_04_2_75-79,21
M_04_2_80-84,12
M_04_2_85 y más,5
M_04_2_Menor de 1,1
M_05_1_1-4,17
M_05_1_80-84,34
M_05_1_85 y más,25
M_05_1_Menor de 1,3
M_05_2_1-4,16
M_05_2_5-9,32
M_05_2_85 y más,27
M_05_2_Menor de 1,3
M_06_1_1-4,31
M_06_1_5-9,44
M_06_1_85 y más,27
M_06_1_Menor de 1,4
M_06_2_1-4,32
M_06_2_Menor de 1,1
M_07_1_1-4,42
M_07_1_80-84,28
M_07_1_85 y más,19
M_07_1_Menor de 1,4
M_07_2_1-4,19
M_07_2_5-9,40
M_07_2_80-84,42
M_07_2_85 y más,11
M_07_2_Menor de 1,4
M_08_1_1-4,15
M_08_1_15-19,48
M_08_1_20-24,38
M_08_1_5-9,40
M_08_1_55-59,33
M_08_1_70-74,28
M_08_1_75-79,18
M_08_1_80-84,10
M_08_1_85 y más,3
M_08_1_Menor de 1,3
M_08_2_1-4,6
M_08_2_10-14,44
M_08_2_15-19,49
M_08_2_20-24,32
M_08_2_25-29,26
M_08_2_35-39,38
M_08_2_40-44,40
M_08_2_45-49,49
M_08_2_5-9,29
M_08_2_50-54,36
M_08_2_55-59,49
M_08_2_60-64,45
M_08_2_65-69,36
M_08_2_70-74,34
M_08_2_75-79,20
M_08_2_80-84,7
M_08_2_85 y más,4
M_08_2_Menor de 1,1
M_09_2_Menor de 1,37
M_10_1_1-4,23
M_10_1_5-9,38
M_10_1_80-84,47
M_10_1_85 y más,34
M_10_1_Menor de 1,5
M_10_2_1-4,29
M_10_2_85 y más,40
M_10_2_Menor de 1,3
M_11_1_1-4,29
M_11_1_5-9,43
M_11_1_85 y más,47
M_11_1_Menor de 1,6
M_11_2_1-4,21
M_11_2_5-9,44
M_11_2_Menor de 1,7
M_12_1_1-4,48
M_12_1_75-79,33
M_12_1_80-84,16
M_12_1_85 y más,8
M_12_1_Menor de 1,5
M_12_2_1-4,31
M_12_2_80-84,21
M_12_2_85 y más,7
M_13_1_85 y más,28
M_13_1_Menor de 1,23
M_13_2_Menor de 1,13
M_14_1_1-4,17
M_14_1_10-14,40
M_14_1_15-19,39
M_14_1_20-24,37
M_14_1_25-29,38
M_14_1_30-34,29
M_14_1_35-39,45
M_14_1_40-44,30
M_14_1_45-49,32
M_14_1_5-9,26
M_14_1_50-54,25
M_14_1_55-59,25
M_14_1_60-64,36
M_14_1_65-69,22
M_14_1_70-74,24
M_14_1_75-79,17
M_14_1_80-84,11
M_14_1_85 y más,6
M_14_2_1-4,9
M_14_2_10-14,27
M_14_2_15-19,39
M_14_2_20-24,34
M_14_2_25-29,43
M_14_2_30-34,42
M_14_2_35-39,37
M_14_2_40-44,28
M_14_2_45-49,23
M_14_2_5-9,22
M_14_2_50-54,25
M_14_2_55-59,30
M_14_2_60-64,19
M_14_2_65-69,23
M_14_2_70-74,16
M_14_2_75-79,16
M_14_2_80-84,9
M_14_2_85 y más,6
M_14_2_Menor de 1,3
M_15_1_1-4,7
M_15_1_10-14,15
M_15_1_15-19,14
M_15_1_20-24,13
M_15_1_25-29,15
M_15_1_30-34,10
M_15_1_35-39,19
M_15_1_40-44,23
M_15_1_45-49,15
M_15_1_5-9,10
M_15_1_50-54,15
M_15_1_55-59,12
M_15_1_60-64,12
M_15_1_65-69,7
M_15_1_70-74,3
M_15_1_75-79,4
M_15_1_80-84,3
